סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
9,משמרות,213,658,534,0,534,141,20,0,3,0,0,2,0,3,0,0,0,0,0,0,69,16,25,70,0,0,0,0,155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28,
3,נאות מרדכי,408,522,377,0,377,99,14,1,0,0,0,6,0,3,0,0,0,0,0,0,47,17,21,38,0,0,0,0,107,0,1,0,0,0,0,0,0,0,2,0,0,0,4,17,
17,נהורה,309,962,686,1,685,12,60,4,0,0,0,24,0,3,0,0,0,0,0,0,53,7,322,8,0,0,0,0,79,0,0,0,0,0,0,0,0,0,5,0,0,0,76,32,
5,נווה איתן,296,184,108,0,108,43,7,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,12,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,
5,נוף הגליל,1061,39640,20004,290,19714,405,498,407,3953,4,1,586,5,140,10,2,7,3,2,9,472,3567,5841,445,5,2,3,274,1583,7,2,1,0,3,6,0,2,8,119,5,5,0,436,896,
2,נחם,809,411,302,0,302,5,28,5,0,0,0,34,0,0,0,0,0,0,0,0,5,1,174,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,37,4,
17,ניצן,351,1498,1141,3,1138,5,243,4,2,1,0,449,0,1,0,0,0,0,0,0,16,1,329,2,0,0,0,1,9,0,1,0,0,0,0,0,0,1,2,0,0,0,49,22,
18,עלומים,1146,359,268,0,268,14,161,1,0,0,0,10,0,0,0,0,0,0,1,0,15,0,33,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,
4,פוריה  נווה עובד,1105,1033,666,1,665,14,37,0,0,0,0,32,0,5,0,0,0,0,0,0,31,11,386,10,0,0,0,0,39,0,1,0,0,0,0,1,0,0,11,1,0,0,39,47,
2,פסגות,3659,1045,847,3,844,1,149,1,0,0,0,582,0,0,0,0,0,0,0,0,3,1,92,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,
19,צופית,198,840,617,1,616,103,14,1,3,0,0,9,0,5,0,0,0,0,0,0,134,22,43,77,0,0,0,0,181,0,0,0,0,0,0,0,0,0,3,1,0,0,1,19,
13,קדרון,615,1179,892,1,891,146,34,0,1,0,1,6,0,10,0,0,0,0,0,0,131,43,58,113,0,0,0,0,285,1,0,0,0,0,0,0,0,0,3,1,0,0,2,56,
3,קשת,4006,425,311,1,310,3,56,2,0,0,0,209,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,3,
2,ראש צורים,3602,509,420,1,419,4,230,0,1,0,0,95,0,1,0,0,0,0,0,0,2,0,52,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,23,
5,רמות מנשה,445,892,700,1,699,149,13,0,3,0,0,2,0,6,0,0,0,0,1,0,83,15,20,190,0,0,0,0,196,0,0,0,0,0,0,0,0,0,3,0,1,0,0,17,
3,רמות נפתלי,372,438,287,2,285,31,19,1,0,0,0,5,0,3,0,0,0,0,0,0,52,7,65,16,1,0,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,9,17,
15,רמת השרון,2650,37614,27000,45,26955,3025,953,403,45,1,2,455,2,188,0,0,1,2,2,6,3766,848,4181,3294,0,1,0,6,7858,4,0,1,0,0,0,2,7,1,66,6,2,0,592,1235,
5,רמת צבי,339,468,392,1,391,74,21,1,2,0,1,5,0,4,0,0,0,0,0,0,86,5,28,37,0,0,0,0,100,1,1,0,0,0,0,0,0,0,1,0,0,0,1,23,
2,רמת רזיאל,460,479,350,0,350,50,20,0,3,0,8,10,0,5,0,0,0,0,0,0,41,9,45,61,0,0,0,0,67,0,1,0,0,0,0,0,0,0,7,0,0,0,3,20,
3,שאר ישוב,324,413,301,1,300,49,22,0,0,0,0,6,1,8,0,0,0,0,0,0,35,8,59,5,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,2,0,0,3,14,
19,שדה ורבורג,284,998,755,1,754,128,18,1,1,0,0,5,0,4,0,0,0,0,0,1,110,19,57,128,0,0,0,0,249,0,0,0,0,0,0,0,0,1,1,0,0,0,1,30,
2,שילה,3641,2159,1640,4,1636,5,274,10,0,0,0,1142,0,5,1,0,0,0,1,0,1,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,23,21,
12,שילת,1165,507,405,1,404,75,13,2,0,0,1,5,0,1,0,0,0,0,0,0,62,14,46,56,0,0,0,0,106,0,0,0,0,0,0,0,0,0,4,0,0,0,2,17,
3,שמיר,366,695,504,0,504,103,6,0,1,0,1,0,0,6,0,0,0,0,0,0,86,9,16,161,0,0,0,0,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,
6,שעב,538,5038,2965,19,2946,2,2,0,1499,0,0,0,0,1,3,1,2,1,0,0,1,0,23,18,0,1,0,1296,49,0,0,0,2,1,0,1,0,3,0,1,0,0,2,37,
17,תימורים,163,627,448,1,447,63,22,0,1,0,0,4,0,4,0,0,0,0,0,0,96,14,56,25,0,0,0,0,142,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,
17,תלמים,814,566,419,0,419,1,33,5,1,0,0,70,0,5,0,0,0,0,0,0,11,0,178,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,104,3,
18,אבו גווייעד שבט,967,2149,344,0,344,1,1,0,12,0,0,0,0,9,0,0,0,0,0,0,2,0,2,1,0,0,0,308,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,4,
2,אביעזר,1070,587,458,2,456,63,46,2,2,0,3,24,0,4,0,0,0,1,0,0,49,28,139,22,0,0,0,0,37,1,0,0,0,0,0,1,0,0,3,0,0,0,12,19,
2,אדרת,1123,586,404,1,403,13,70,4,0,0,3,23,0,2,0,0,0,0,0,0,16,2,183,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,39,19,
17,אלומה,1145,489,411,1,410,0,31,79,0,0,0,102,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,
19,אלון מורה,3579,948,716,2,714,0,47,4,0,0,1,578,0,0,0,0,0,0,1,0,1,0,55,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,18,2,
8,אפק,313,519,394,0,394,103,18,0,1,0,0,0,0,3,0,0,0,0,0,0,71,5,17,37,0,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,
18,אשלים,1152,435,292,4,288,40,34,1,0,0,0,12,0,2,0,0,0,0,0,0,27,16,69,15,0,0,0,0,51,0,1,0,0,0,0,0,0,0,2,0,0,0,0,18,
18,ביר הדאג,1348,1281,821,5,816,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,785,1,0,0,0,0,1,0,2,1,1,0,1,0,0,7,1,
5,בית לחם הגלילית,430,623,459,1,458,77,23,0,0,0,1,4,0,3,0,0,1,0,0,0,98,9,49,47,1,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,
12,בית נחמיה,784,638,469,0,469,39,36,2,2,0,2,9,0,0,0,0,0,0,0,0,68,9,144,40,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,0,0,0,1,39,
5,בית שערים,248,500,381,0,381,61,13,1,1,0,0,4,0,0,0,0,0,0,0,0,64,15,38,39,0,0,0,0,124,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,
13,בן זכאי,760,612,482,0,482,6,24,0,0,0,0,35,0,0,0,0,0,0,0,0,4,4,269,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,125,7,
11,בני עטרות,448,611,508,1,507,83,22,0,2,0,0,2,0,4,0,0,0,0,0,0,88,17,42,73,0,0,0,0,148,0,0,0,0,0,0,0,0,0,1,0,0,0,2,23,
13,בניה,685,619,495,1,494,61,23,0,0,0,0,11,0,7,0,0,0,0,0,0,83,15,69,34,0,0,0,0,149,0,1,0,0,0,0,0,0,0,2,0,0,0,3,36,
19,ברכה,3710,1235,1046,1,1045,3,115,4,1,0,0,446,0,0,0,0,0,0,0,0,0,1,462,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,
11,ברקת,2038,1156,900,5,895,3,48,15,0,0,0,323,0,0,0,0,0,1,0,0,4,2,338,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,135,13,
17,גבים,424,465,340,1,339,113,13,0,1,0,0,4,0,5,0,0,0,0,0,0,51,9,17,49,0,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,1,13,
13,גני טל,1371,439,397,1,396,2,157,5,0,0,0,140,0,1,0,0,0,0,0,0,4,0,53,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,14,12,
17,דורות,336,557,415,1,414,125,18,0,2,0,1,5,0,3,0,0,0,1,0,0,66,6,24,52,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14,
6,דייר אלאסד,490,8479,5204,37,5167,14,1,1,2574,0,0,0,0,6,1,0,1,0,0,3,6,2,82,44,0,0,0,2093,33,0,0,0,1,0,0,1,2,4,0,0,0,0,286,12,
3,דפנה,302,597,442,0,442,135,10,0,1,0,0,2,0,1,0,0,0,0,0,0,49,21,36,48,0,0,0,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,1,14,
5,הסוללים,677,744,544,3,541,103,16,0,3,0,0,3,0,4,0,0,0,0,0,0,80,17,51,65,0,0,0,0,167,0,0,0,0,0,0,0,0,0,3,0,0,0,8,21,
17,זיקים,584,736,519,0,519,79,27,0,0,0,0,3,0,6,0,0,0,0,0,0,84,12,66,118,0,0,0,3,93,1,0,0,0,0,0,0,0,0,2,0,0,0,4,21,
12,זיתן,788,812,625,1,624,10,38,3,0,0,0,31,0,4,0,0,0,0,0,0,41,2,365,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,71,22,
17,זרחיה,818,506,430,2,428,4,24,2,0,0,0,82,1,1,0,0,0,0,0,0,0,0,206,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,
2,חגי,3764,359,291,0,291,0,47,0,0,0,0,220,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,חנתון,1257,539,403,1,402,74,38,0,3,0,0,6,0,1,0,0,0,0,0,0,37,8,51,42,0,0,0,0,111,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28,
17,חצוראשדוד,406,669,477,3,474,86,2,0,0,0,0,0,0,2,0,0,0,0,0,0,57,7,13,180,0,0,0,0,112,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,
19,יצהר,3749,737,566,2,564,0,14,18,0,0,0,508,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,
18,ירוחם,831,7650,4787,60,4727,110,495,315,9,1,0,343,0,12,0,0,0,0,0,2,217,287,1890,57,2,1,0,56,167,1,0,1,0,0,1,0,0,1,23,1,1,0,552,182,
3,כפר גלעדי,76,581,356,0,356,74,10,0,0,0,0,1,0,0,0,0,0,0,0,0,106,12,23,54,0,0,0,0,58,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,
3,כפר חושן,609,598,412,2,410,5,17,1,0,0,0,42,0,0,0,0,0,0,0,0,35,1,204,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,83,11,
4,כפר תבור,47,3448,2435,5,2430,275,155,4,7,0,0,63,0,24,1,0,0,0,0,0,370,87,510,137,0,0,0,3,576,1,0,0,0,0,0,0,0,0,26,3,0,0,25,163,
11,מגשימים,722,697,551,2,549,49,27,2,0,0,0,8,1,6,0,0,0,0,0,1,121,17,87,49,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,
2,מטע,822,561,406,0,406,75,29,2,7,0,0,11,0,4,0,0,0,0,0,0,25,7,134,39,0,0,0,0,34,0,0,0,0,0,0,0,0,0,10,0,0,0,6,23,
5,מסילות,298,435,281,0,281,65,6,0,0,0,0,3,0,4,0,0,0,0,0,0,41,14,10,56,0,0,0,0,68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,
18,מסלול,748,515,370,0,370,16,34,2,0,0,0,29,0,1,0,0,0,0,0,0,28,15,163,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,26,16,
6,מצפה אביב,1222,741,582,2,580,100,35,0,1,0,0,2,0,4,0,0,0,0,0,0,85,9,45,60,0,0,0,0,190,0,0,0,0,0,0,0,0,0,4,1,0,0,3,41,
18,משאבי שדה,421,463,289,1,288,92,2,0,0,0,0,2,0,4,0,0,0,0,0,0,37,16,8,43,0,0,0,1,65,0,0,0,0,0,0,0,0,0,1,1,0,0,2,14,
5,משהד,520,5753,2854,40,2814,6,1,0,1129,0,0,1,0,6,4,0,0,1,0,0,2,0,58,19,0,0,1,1538,6,0,0,0,1,0,0,0,0,1,0,1,1,0,7,31,
17,נוגה,55,413,274,0,274,5,9,0,0,0,0,7,0,3,0,0,0,0,0,0,35,9,155,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,
2,נוה צוף,3573,759,583,1,582,2,163,4,0,0,0,306,0,4,0,0,0,0,0,0,3,1,72,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,15,5,
17,ניצנים,359,399,308,0,308,98,7,0,0,0,0,2,0,2,0,0,0,0,0,0,41,8,12,37,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,
17,עוצם,32,450,351,1,350,1,20,5,0,0,0,13,0,1,0,0,0,0,0,0,6,0,138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,158,5,
9,עין עירון,223,410,329,1,328,69,12,1,2,0,0,2,0,2,0,0,0,0,0,0,45,12,13,57,0,0,0,0,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,
2,עלי,3765,2236,1681,8,1673,6,304,7,0,0,0,985,0,3,0,0,0,0,1,0,2,8,268,3,0,0,0,0,10,0,0,0,0,0,0,0,0,2,14,2,0,0,37,21,
18,ערערהבנגב,1192,9100,4378,25,4353,2,0,0,347,0,1,0,1,1,1,1,0,0,0,1,1,1,69,36,2,1,0,3841,18,3,0,1,2,1,0,2,3,1,1,0,3,0,6,6,
3,פרוד,599,434,318,3,315,64,17,0,2,0,0,1,0,6,0,0,0,0,0,0,33,2,31,27,0,0,0,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,
12,פתחיה,839,618,468,2,466,10,40,4,0,0,1,10,0,6,0,0,0,0,1,0,51,5,207,7,0,0,0,0,53,0,0,0,0,1,0,0,0,0,3,0,0,0,33,34,
10,צור משה,276,1905,1461,0,1461,196,72,2,1,0,0,12,0,10,0,0,0,0,0,0,235,24,131,138,0,0,0,0,537,1,0,1,0,0,0,0,0,0,7,0,0,0,12,82,
18,רנן,789,459,312,2,310,17,35,0,0,0,0,5,0,7,0,0,0,0,0,0,23,4,132,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,0,0,3,32,
19,שדי חמד,2015,711,542,0,542,76,29,1,0,1,0,5,0,7,0,0,0,0,0,0,98,16,69,60,0,0,0,0,141,0,0,0,0,0,1,0,0,0,2,0,0,0,2,34,
17,שחר,7,540,353,0,353,25,30,2,0,0,0,12,0,3,0,0,0,0,0,0,32,6,126,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,35,35,
17,שלווה,873,403,311,2,309,0,15,5,0,0,1,50,0,1,0,0,0,0,0,0,5,0,162,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,
3,שניר,1132,456,341,1,340,83,13,0,1,0,0,2,1,7,0,0,0,0,0,0,63,9,23,37,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,
8,שער העמקים,237,561,444,0,444,105,6,1,3,0,0,0,0,1,0,0,0,0,0,0,37,23,5,155,0,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,
17,שפיר,692,555,449,1,448,15,58,2,0,0,0,69,0,2,0,0,0,0,0,0,31,8,154,5,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,
4,שרונה,292,434,337,0,337,56,21,0,1,0,0,4,0,1,0,0,0,0,0,0,84,10,31,43,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14,
18,תדהר,2061,421,305,0,305,12,32,1,0,0,0,12,0,5,0,0,0,0,0,0,21,2,163,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,
17,תלמי יחיאל,727,631,454,2,452,27,34,0,0,0,1,16,0,6,0,0,0,0,0,0,94,9,125,18,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,11,20,
17,תלמי יפה,744,512,358,0,358,36,37,0,0,0,1,6,0,6,0,0,0,0,0,0,44,10,74,18,0,0,0,0,85,0,0,0,0,0,0,0,0,0,4,0,0,0,4,33,
18,אבו קורינאת שבט,968,3193,1012,5,1007,1,0,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,11,4,1,1,0,922,8,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2,
18,אבו קרינאת יישוב,1342,621,252,1,251,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,227,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,
18,אבו רובייעה שבט,966,4221,978,12,966,10,2,0,92,0,0,0,0,0,1,2,0,0,0,1,2,0,52,9,1,0,1,760,5,0,1,0,2,1,1,0,3,3,0,0,1,0,14,2,
17,אביגדור,819,616,479,1,478,60,32,0,0,0,0,10,0,5,0,0,0,0,0,1,98,8,38,46,0,0,0,0,158,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,
6,אבן מנחם,1081,275,190,0,190,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,25,1,97,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,
4,אבני איתן,4011,412,299,0,299,2,85,0,0,0,0,129,0,1,0,0,0,0,0,0,2,3,43,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,27,
10,אומץ,680,509,393,0,393,82,8,1,1,0,0,1,1,7,0,0,0,0,0,1,77,14,47,33,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,
16,אור יהודה,2400,26810,17902,99,17803,460,902,118,9,2,1,612,4,198,2,2,1,0,0,4,995,295,8520,283,3,1,0,4,1364,1,1,0,1,1,2,4,7,2,40,3,1,0,2960,1000,
19,איתמר,3762,615,434,0,434,0,41,6,0,0,0,343,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,
18,אעצם שבט,963,4973,1498,9,1489,2,3,1,92,0,1,0,0,3,0,0,1,0,0,1,0,1,13,8,0,0,0,1343,1,0,1,4,0,1,1,0,3,2,0,0,3,0,3,1,
19,אריאל,3570,15147,9333,76,9257,137,900,39,2,0,0,757,2,81,0,1,0,0,0,0,191,1519,3617,65,3,0,0,1,811,7,1,2,1,1,0,0,0,10,105,2,2,0,188,812,
4,אשדות יעקב  מאוחד,188,553,362,0,362,67,17,0,1,0,0,5,0,6,0,0,0,0,0,1,65,12,48,34,0,0,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,2,25,
9,באקה אלגרביה,6000,19745,6187,112,6075,26,0,1,3466,1,0,0,2,28,8,0,1,0,1,0,21,4,92,269,0,0,0,2077,43,0,3,3,1,4,0,1,1,2,1,1,2,0,9,7,
18,בית הגדי,723,586,465,1,464,1,22,4,0,0,0,78,0,2,0,0,0,0,0,0,0,1,293,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,43,13,
3,בית הלל,322,571,404,1,403,92,9,0,0,0,0,0,0,1,0,0,0,0,0,0,77,18,22,40,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,
13,בית חנן,159,515,400,0,400,68,21,1,0,0,1,1,1,3,0,0,0,0,0,0,79,17,40,43,0,0,0,0,97,0,0,0,0,0,0,0,0,0,4,0,0,0,1,23,
10,בית יצחקשער חפר,326,1650,1285,2,1283,185,49,2,0,0,0,14,0,18,0,0,1,0,0,1,266,26,100,146,0,0,0,0,408,1,0,0,0,1,0,0,0,0,5,0,0,0,2,58,
2,בית נקופה,672,474,357,0,357,39,26,0,0,0,0,10,0,3,0,0,0,0,0,0,36,10,100,42,0,0,0,1,53,0,0,0,0,0,0,0,0,0,4,0,0,0,16,17,
4,בית קשת,365,472,334,0,334,140,9,0,0,0,0,0,0,5,0,0,0,0,0,0,27,3,12,59,0,0,0,0,56,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,
17,בני דקלים,1368,627,537,1,536,0,69,1,0,0,0,407,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,
6,בענה,483,5795,3299,45,3254,8,1,0,1764,0,0,0,0,1,1,1,0,0,0,0,39,0,46,14,0,0,0,1320,11,1,0,0,0,0,1,1,1,1,0,0,1,0,11,31,
10,בצרה,389,785,580,2,578,90,21,1,0,0,9,6,0,2,0,0,0,0,0,0,106,17,47,66,0,0,0,0,187,0,0,0,0,0,0,0,0,0,2,0,0,0,1,23,
2,בקוע,864,542,401,0,401,24,30,1,0,0,0,32,0,8,0,0,0,0,0,0,39,1,182,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,
2,בר גיורא,823,420,305,1,304,18,28,2,0,0,0,16,0,5,0,0,0,0,0,0,22,5,149,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,21,11,
17,בת הדר,1323,511,395,1,394,14,29,2,0,0,0,14,0,1,0,0,0,0,0,0,41,17,162,4,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,18,30,
9,בת שלמה,33,442,357,2,355,61,24,2,0,0,0,6,0,6,0,0,0,0,0,0,43,16,42,36,0,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,
9,גת,628,8412,2238,40,2198,4,4,0,1013,0,0,1,0,10,0,0,0,0,1,0,4,0,41,108,0,1,0,966,28,0,0,0,0,0,0,0,0,1,2,1,0,0,10,3,
4,גבעת יואב,4021,488,341,0,341,62,18,0,1,0,0,8,0,6,0,0,0,0,0,0,53,19,54,14,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,2,28,
2,גבעת ישעיהו,919,509,381,1,380,80,24,0,2,0,0,11,0,5,0,0,0,0,0,0,48,7,48,68,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,10,16,
9,גבעת נילי,360,444,341,0,341,47,17,1,0,0,0,4,0,6,0,0,0,0,0,0,23,8,146,12,0,0,0,0,49,1,0,0,0,0,0,0,0,0,4,0,0,0,3,20,
10,גנות הדר,549,721,545,2,543,42,32,0,0,0,0,11,0,2,0,0,0,0,0,0,90,13,123,22,0,0,0,0,156,0,0,0,0,0,0,0,0,0,3,0,0,0,5,44,
13,גני יוחנן,862,528,389,3,386,28,12,0,0,0,0,11,0,9,0,0,0,0,0,0,57,11,123,13,0,0,0,0,81,0,0,0,0,0,0,0,0,0,2,0,0,0,10,29,
4,דגניה א,62,515,352,0,352,128,7,0,0,0,0,2,0,1,0,0,0,1,0,0,58,8,10,53,0,0,1,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
3,דן,303,532,400,1,399,86,7,0,2,0,0,2,0,2,0,0,0,0,0,0,44,11,6,131,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
18,דקל,1241,277,187,0,187,25,12,0,0,0,0,3,0,4,0,0,0,0,0,0,26,10,38,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16,
18,הוואשלה שבט,1169,1124,507,2,505,0,0,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,34,2,0,0,0,434,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
2,זכריה,799,762,579,1,578,8,38,1,0,0,2,39,0,2,0,0,0,0,0,0,9,8,359,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,62,23,
18,חולית,1239,137,92,1,91,24,9,0,1,1,0,2,0,1,0,0,0,0,0,0,7,3,7,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
10,חופית,115,762,574,2,572,107,20,1,1,0,0,1,0,2,0,0,0,0,0,0,98,29,41,90,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,
5,חמדיה,343,317,221,1,220,44,18,0,0,0,0,1,0,2,0,0,0,1,0,0,25,2,36,18,0,0,0,0,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,
4,חספין,4005,813,598,3,595,1,150,7,0,0,0,343,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,13,
6,חרשים,1209,235,186,0,186,49,3,2,5,0,0,0,0,3,0,0,0,0,0,0,13,3,1,86,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
18,יבול,1232,214,165,1,164,26,4,0,0,0,0,15,0,3,0,0,0,0,0,0,27,6,20,15,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,
17,יכיני,811,483,356,0,356,8,20,0,0,0,1,49,0,2,0,0,0,0,0,0,7,2,215,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,31,9,
3,יפתח,453,548,390,0,390,111,6,0,0,0,0,4,0,3,0,0,0,0,0,0,71,18,11,44,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,1,0,0,2,20,
5,ירדנה,2026,277,201,0,201,4,25,0,0,0,1,5,0,0,0,0,0,0,0,0,23,1,114,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,
18,ישע,916,296,192,1,191,28,9,1,0,0,0,6,0,4,0,0,0,0,0,0,15,8,62,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,
2,ישעי,805,567,415,2,413,2,27,10,0,0,0,46,0,2,0,0,0,0,0,0,0,1,213,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,90,12,
18,יתד,1227,356,267,0,267,17,31,0,0,0,0,19,0,2,0,0,0,0,0,0,27,6,88,9,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,
3,כורזים,1252,338,218,0,218,41,14,2,1,0,0,9,0,3,0,0,0,0,0,0,33,4,24,32,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,
18,כיסופים,840,315,155,0,155,65,9,0,1,0,1,3,0,1,0,0,0,0,0,0,12,6,12,17,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
4,כנרת קבוצה,57,641,432,1,431,111,8,1,0,0,0,2,0,2,0,0,0,0,0,0,71,26,42,29,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,
